;response;response_exp;cum.response;cum.response_exp;point.pred;point.pred_exp;point.pred.lower;point.pred.lower_exp;point.pred.upper;point.pred.upper_exp;cum.pred;cum.pred_exp;cum.pred.lower;cum.pred.lower_exp;cum.pred.upper;cum.pred.upper_exp;point.effect;point.effect.lower;point.effect.upper;cum.effect;cum.effect.lower;cum.effect.upper
249;4,304065093;74;1010,291053;14734;4,326678894;75,69248588;4,007403933;55,00389128;4,660239093;105,6613421;1010,291053;14520;1010,291053;10385;1010,291053;20278;-0,022613801;-0,356174;0,29666116;0;0;0
250;4,248495242;70;1014,539548;14804;4,431265715;84,0377174;4,106686451;60,74510182;4,809534067;122,6744461;1014,539548;14604;1014,539548;10446;1014,539548;20401;-0,182770473;-0,561038825;0,141808792;0;0;0
251;4,343805422;77;1018,883354;14881;4,452599324;85,84980565;4,120803534;61,60872708;4,786914134;119,9307069;1018,883354;14689;1018,883354;10508;1018,883354;20521;-0,108793902;-0,443108712;0,223001888;0;0;0
252;4,262679877;71;1023,146034;14952;4,436554309;84,48333609;4,110959174;61,00520412;4,765273568;117,3632197;1023,146034;14774;1023,146034;10569;1023,146034;20638;-0,173874432;-0,502593691;0,151720703;0;0;0
253;4,369447852;79;1027,515481;15031;4,225247352;68,39141818;3,891977636;49,00771016;4,558572086;95,44709219;1027,371281;14842;1027,038011;10618;1027,704606;20734;0,144200501;-0,189124233;0,477470217;0,144200501;-0,189124233;0,477470217
254;4,406719247;82;1031,922201;15113;4,327525375;75,75658529;3,995142808;54,33359936;4,670839881;106,7873935;1031,698806;14918;1031,196019;10672;1032,200149;20840;0,079193872;-0,264120634;0,411576439;0,223394373;-0,277948513;0,726181235
255;4,48863637;89;1036,410837;15202;4,390890722;80,71227921;4,046968626;57,22372735;4,742026434;114,6663302;1036,089697;14999;1035,44306;10729;1036,746326;20955;0,097745647;-0,253390065;0,441667744;0,32114002;-0,33548897;0,967777142
256;4,49980967;90;1040,910647;15292;4,425390454;83,54542154;4,128514352;62,08561702;4,780513411;119,1655152;1040,515088;15082;1039,783085;10791;1041,25142;21074;0,074419216;-0,28070374;0,371295318;0,395559236;-0,340772992;1,127561261
257;4,343805422;77;1045,254452;15369;4,342729047;76,91716374;3,988037314;53,94890061;4,685374556;108,3508482;1044,857817;15159;1044,013613;10845;1045,737203;21183;0,001076375;-0,341569134;0,355768108;0,396635611;-0,482751012;1,240839356
258;4,143134726;63;1049,397587;15432;4,244952471;69,75244477;3,905968546;49,69819157;4,556504075;95,24991058;1049,102769;15229;1048,154082;10895;1050,045483;21278;-0,101817744;-0,413369349;0,237166181;0,294817867;-0,647896377;1,243504666
259;4,143134726;63;1053,540722;15495;4,309656576;74,41492866;3,972558235;53,12025125;4,635948714;103,1257084;1053,412426;15303;1052,41986;10948;1054,422315;21381;-0,166521849;-0,492813988;0,170576491;0,128296017;-0,881593002;1,120861912
260;4,584967479;98;1058,125689;15593;4,308782888;74,34994164;3,989132862;54,00803661;4,652784181;104,8765749;1057,721208;15378;1056,60526;11002;1058,843022;21486;0,276184591;-0,067816703;0,595834617;0,404480608;-0,717333061;1,520429425
261;4,521788577;92;1062,647478;15685;3,94812726;51,83819642;3,559937607;35,16100329;4,285003307;72,60278679;1061,669336;15430;1060,515885;11037;1062,791889;21558;0,573661317;0,23678527;0,96185097;0,978141925;-0,144411357;2,131592886
262;4,394449155;81;1067,041927;15766;3,891136151;48,96648826;3,50455885;33,26676498;4,253747806;70,36864681;1065,560472;15479;1064,32479;11070;1066,814192;21629;0,503313004;0,140701349;0,889890305;1,481454929;0,227734691;2,717136696
;;;;;;;;;;;;;;;;;;;;;;
;;;;;Average;;;;;;;;;;;;;;;;;
;;;;Actual;43,89589322;;;point effect 1;0,144200501;;;;;;;abs cum effect;1,481454929;;;;;
;;;;prediction (s.d.);42,4144383;;;point effect 2;0,079193872;;;;;;;;;;;;;
;;;;;;;;point effect 3;0,097745647;;;;;;;;;;;;;
;;;;;;;;point effect 4;0,074419216;;;;;;;;;;;;;
;;;;;;;;point effect 5;0,001076375;;;;;;;;;;;;;
;;;;;;;;point effect 6;-0,101817744;;;;;;;;;;;;;
;;;;;;;;point effect 7;-0,166521849;;;;;;;;;;;;;
;;;;;;;;point effect 8;0,276184591;;;;;;;;;;;;;
;;;;;;;;point effect 9;0,573661317;;;;;;;;;;;;;
;;;;;;;;point effect 10;0,503313004;;;;;;;;;;;;;
